,university,journal,issn,access,notes
1814,University_of_Florida_Cleaned,ENVIRONMENTAL BIOLOGY OF FISHES,0378-1909,1,
1815,University_of_Florida_Cleaned,ENVIRONMENTAL COMMUNICATION-A JOURNAL OF NATURE AND CULTURE,1752-4032,1,
1816,University_of_Florida_Cleaned,ENVIRONMENTAL CONSERVATION,0376-8929,1,
1817,University_of_Florida_Cleaned,ENVIRONMENTAL DEVELOPMENT,2211-4645,1,
1818,University_of_Florida_Cleaned,ENVIRONMENTAL EARTH SCIENCES,1866-6280,1,
1819,University_of_Florida_Cleaned,ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,1582-9596,0,
1820,University_of_Florida_Cleaned,ENVIRONMENTAL ENGINEERING SCIENCE,1092-8758,1,
1821,University_of_Florida_Cleaned,ENVIRONMENTAL ENTOMOLOGY,0046-225X,1,
1822,University_of_Florida_Cleaned,ENVIRONMENTAL ETHICS,0163-4275,1,
1823,University_of_Florida_Cleaned,ENVIRONMENTAL FORENSICS,1527-5922,0,
1824,University_of_Florida_Cleaned,ENVIRONMENTAL GEOLOGY,0943-0105,1,
1825,University_of_Florida_Cleaned,ENVIRONMENTAL HAZARDS-HUMAN AND POLICY DIMENSIONS,1747-7891,0,
1826,University_of_Florida_Cleaned,ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,1,
1827,University_of_Florida_Cleaned,ENVIRONMENTAL HISTORY,1084-5453,1,
1828,University_of_Florida_Cleaned,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,0195-9255,1,
1829,University_of_Florida_Cleaned,ENVIRONMENTAL MANAGEMENT,0364-152X,1,
1830,University_of_Florida_Cleaned,ENVIRONMENTAL MICROBIOLOGY REPORTS,1758-2229,1,
1831,University_of_Florida_Cleaned,ENVIRONMENTAL MODELING & ASSESSMENT,1420-2026,1,
1832,University_of_Florida_Cleaned,ENVIRONMENTAL MODELLING & SOFTWARE,1364-8152,1,
1833,University_of_Florida_Cleaned,ENVIRONMENTAL MONITORING AND ASSESSMENT,0167-6369,1,
1834,University_of_Florida_Cleaned,ENVIRONMENTAL POLICY AND GOVERNANCE,1756-932X,1,
1835,University_of_Florida_Cleaned,ENVIRONMENTAL POLITICS,0964-4016,1,
1836,University_of_Florida_Cleaned,ENVIRONMENTAL POLLUTION,0269-7491,1,
1837,University_of_Florida_Cleaned,ENVIRONMENTAL PRACTICE,1466-0466,1,
1838,University_of_Florida_Cleaned,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,1944-7442,1,
1839,University_of_Florida_Cleaned,ENVIRONMENTAL RESEARCH,0013-9351,1,
1840,University_of_Florida_Cleaned,ENVIRONMENTAL RESEARCH LETTERS,1748-9326,1,
1841,University_of_Florida_Cleaned,ENVIRONMENTAL REVIEWS,1208-6053,1,
1842,University_of_Florida_Cleaned,ENVIRONMENTAL SCIENCE & POLICY,1462-9011,1,
1843,University_of_Florida_Cleaned,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,1,
1844,University_of_Florida_Cleaned,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,1,
1845,University_of_Florida_Cleaned,ENVIRONMENTAL SOCIOLOGY,2325-1042,0,
1846,University_of_Florida_Cleaned,ENVIRONMENTAL TECHNOLOGY,0959-3330,1,
1847,University_of_Florida_Cleaned,ENVIRONMENTAL TECHNOLOGY & INNOVATION,2352-1864,1,
1848,University_of_Florida_Cleaned,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,0730-7268,1,
1849,University_of_Florida_Cleaned,ENVIRONMENTAL VALUES,0963-2719,1,
1850,University_of_Florida_Cleaned,ENVIRONMETRICS,1180-4009,1,
1851,University_of_Florida_Cleaned,EPIDEMIOLOGY AND INFECTION,0950-2688,1,
1852,University_of_Florida_Cleaned,EPISODES,0705-3797,1,
1853,University_of_Florida_Cleaned,ERDKUNDE,0014-0015,1,
1854,University_of_Florida_Cleaned,ESTUARIES,0160-8347,1,
1855,University_of_Florida_Cleaned,ESTUARIES AND COASTS,1559-2723,1,
1856,University_of_Florida_Cleaned,ESTUARINE COASTAL AND SHELF SCIENCE,0272-7714,1,
1857,University_of_Florida_Cleaned,ETHNOBIOLOGY LETTERS,2159-8126,1,
1858,University_of_Florida_Cleaned,EUPHYTICA,0014-2336,1,
1859,University_of_Florida_Cleaned,EUROPE-ASIA STUDIES,0966-8136,1,
1860,University_of_Florida_Cleaned,EUROPEAN COUNTRYSIDE,1803-8417,1,
1861,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF AGRONOMY,1161-0301,1,
1862,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF EDUCATION,0141-8211,1,
1863,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF FOREST RESEARCH,1612-4669,1,
1864,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF INTERNATIONAL LAW,0938-5428,1,
1865,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF PHYCOLOGY,0967-0262,1,
1866,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF PLANT PATHOLOGY,0929-1873,1,
1867,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF PROTISTOLOGY,0932-4739,1,
1868,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF SOIL BIOLOGY,1164-5563,1,
1869,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF SOIL SCIENCE,1351-0754,1,
1870,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT,2239-5938,0,
1871,University_of_Florida_Cleaned,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,1612-4642,1,
1872,University_of_Florida_Cleaned,EUROPEAN PLANNING STUDIES,0965-4313,1,
1873,University_of_Florida_Cleaned,EUROPEAN ZOOLOGICAL JOURNAL,2475-0263,1,
1874,University_of_Florida_Cleaned,EVIDENCE & POLICY,1744-2648,1,
1875,University_of_Florida_Cleaned,EVOLUTION,0014-3820,1,
1876,University_of_Florida_Cleaned,EVOLUTIONARY APPLICATIONS,1752-4571,1,
1877,University_of_Florida_Cleaned,EVOLUTIONARY ECOLOGY,0269-7653,1,
1878,University_of_Florida_Cleaned,EVOLUTIONARY ECOLOGY RESEARCH,1522-0613,1,
1879,University_of_Florida_Cleaned,EXPERIMENTAL AGRICULTURE,0014-4797,1,
1880,University_of_Florida_Cleaned,EXPERIMENTAL AND APPLIED ACAROLOGY,0168-8162,1,
1881,University_of_Florida_Cleaned,EXTREMOPHILES,1431-0651,1,
1882,University_of_Florida_Cleaned,FEMS MICROBIOLOGY LETTERS,0378-1097,1,
1883,University_of_Florida_Cleaned,FIELD CROPS RESEARCH,0378-4290,1,
1884,University_of_Florida_Cleaned,FISH AND FISHERIES,1467-2960,1,
1885,University_of_Florida_Cleaned,FISHERIES,0363-2415,1,
1886,University_of_Florida_Cleaned,FISHERIES MANAGEMENT AND ECOLOGY,0969-997X,1,
1887,University_of_Florida_Cleaned,FISHERIES OCEANOGRAPHY,1054-6006,1,
1888,University_of_Florida_Cleaned,FISHERIES RESEARCH,0165-7836,1,
1889,University_of_Florida_Cleaned,FISHERIES SCIENCE,0919-9268,1,
1890,University_of_Florida_Cleaned,FISHERY BULLETIN,0090-0656,1,
1891,University_of_Florida_Cleaned,FLORA,0367-2530,1,
1892,University_of_Florida_Cleaned,FLORESTA E AMBIENTE,2179-8087,1,
1893,University_of_Florida_Cleaned,FLORIDA ENTOMOLOGIST,0015-4040,1,
1894,University_of_Florida_Cleaned,FOLIA GEOBOTANICA,1211-9520,1,
1895,University_of_Florida_Cleaned,FOLIA PRIMATOLOGICA,0015-5713,1,
1896,University_of_Florida_Cleaned,FOLIA ZOOLOGICA,0139-7893,1,
1897,University_of_Florida_Cleaned,FOOD CONTROL,0956-7135,1,
1898,University_of_Florida_Cleaned,FOOD POLICY,0306-9192,1,
1899,University_of_Florida_Cleaned,FOOD RESEARCH INTERNATIONAL,0963-9969,1,
1900,University_of_Florida_Cleaned,FOOD SECURITY,1876-4517,1,
1901,University_of_Florida_Cleaned,FORENSIC SCIENCE INTERNATIONAL GENETICS SUPPLEMENT SERIES,1875-1768,1,
1902,University_of_Florida_Cleaned,FOREST AND SOCIETY,2549-4724,1,
1903,University_of_Florida_Cleaned,FOREST ECOLOGY AND MANAGEMENT,0378-1127,1,
1904,University_of_Florida_Cleaned,FOREST PATHOLOGY,1437-4781,1,
1905,University_of_Florida_Cleaned,FOREST POLICY AND ECONOMICS,1389-9341,1,
1906,University_of_Florida_Cleaned,FOREST SCIENCE,0015-749X,1,
1907,University_of_Florida_Cleaned,FOREST SYSTEMS,2171-5068,1,
1908,University_of_Florida_Cleaned,FORESTRY,0015-752X,1,
1909,University_of_Florida_Cleaned,FORESTRY CHRONICLE,0015-7546,1,
1910,University_of_Florida_Cleaned,FORSTWISSENSCHAFTLICHES CENTRALBLATT,0015-8003,0,
1911,University_of_Florida_Cleaned,FORUM FOR DEVELOPMENT STUDIES,0803-9410,0,
1912,University_of_Florida_Cleaned,FRESENIUS ENVIRONMENTAL BULLETIN,1018-4619,0,
1913,University_of_Florida_Cleaned,FRESHWATER BIOLOGY,0046-5070,1,
1914,University_of_Florida_Cleaned,FRESHWATER SCIENCE,2161-9549,1,
1915,University_of_Florida_Cleaned,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,1540-9295,1,
1916,University_of_Florida_Cleaned,FRONTIERS OF AGRICULTURAL SCIENCE AND ENGINEERING,2095-7505,1,
1917,University_of_Florida_Cleaned,FRONTIERS OF EARTH SCIENCE,2095-0195,1,
1918,University_of_Florida_Cleaned,FUNCTIONAL ECOLOGY,0269-8463,1,
1919,University_of_Florida_Cleaned,FUNDAMENTAL AND APPLIED LIMNOLOGY,1863-9135,0,
1920,University_of_Florida_Cleaned,FUNGAL BIOLOGY REVIEWS,1749-4613,1,
1921,University_of_Florida_Cleaned,FUNGAL ECOLOGY,1754-5048,1,
1922,University_of_Florida_Cleaned,FUTURES,0016-3287,1,
1923,University_of_Florida_Cleaned,GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY,0940-5550,1,
1924,University_of_Florida_Cleaned,GENDER PLACE AND CULTURE,0966-369X,1,
1925,University_of_Florida_Cleaned,GENERAL AND COMPARATIVE ENDOCRINOLOGY,0016-6480,1,
1926,University_of_Florida_Cleaned,GENES & GENOMICS,1976-9571,0,
1927,University_of_Florida_Cleaned,GENETIC RESOURCES AND CROP EVOLUTION,0925-9864,1,
1928,University_of_Florida_Cleaned,GENETICS AND MOLECULAR RESEARCH,1676-5680,1,
1929,University_of_Florida_Cleaned,GENOME,0831-2796,1,
1930,University_of_Florida_Cleaned,GEO-GEOGRAPHY AND ENVIRONMENT,2054-4049,1,
1931,University_of_Florida_Cleaned,GEOCARTO INTERNATIONAL,1010-6049,1,
1932,University_of_Florida_Cleaned,GEODERMA,0016-7061,1,
1933,University_of_Florida_Cleaned,GEOFORUM,0016-7185,1,
1934,University_of_Florida_Cleaned,GEOGRAFISK TIDSSKRIFT-DANISH JOURNAL OF GEOGRAPHY,0016-7223,1,
1935,University_of_Florida_Cleaned,GEOGRAPHICAL JOURNAL,0016-7398,1,
1936,University_of_Florida_Cleaned,GEOGRAPHICAL RESEARCH,1745-5863,1,
1937,University_of_Florida_Cleaned,GEOGRAPHICAL REVIEW,0016-7428,1,
1938,University_of_Florida_Cleaned,GEOHEALTH,2471-1403,1,
1939,University_of_Florida_Cleaned,GEOJOURNAL,0343-2521,1,
1940,University_of_Florida_Cleaned,GEOLOGICA CARPATHICA,1335-0552,1,
1941,University_of_Florida_Cleaned,GEOLOGY,0091-7613,1,
1942,University_of_Florida_Cleaned,GEOMORPHOLOGY,0169-555X,1,
1943,University_of_Florida_Cleaned,GEOPHYSICAL RESEARCH LETTERS,0094-8276,1,
1944,University_of_Florida_Cleaned,GEOSPATIAL HEALTH,1827-1987,1,
1945,University_of_Florida_Cleaned,GEOTHERMICS,0375-6505,1,
1946,University_of_Florida_Cleaned,GISCIENCE & REMOTE SENSING,1548-1603,1,
1947,University_of_Florida_Cleaned,GLOBAL AND PLANETARY CHANGE,0921-8181,1,
1948,University_of_Florida_Cleaned,GLOBAL CHANGE BIOLOGY,1354-1013,1,
1949,University_of_Florida_Cleaned,GLOBAL CHANGE BIOLOGY BIOENERGY,1757-1693,1,
1950,University_of_Florida_Cleaned,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,1,
1951,University_of_Florida_Cleaned,GLOBAL ECOLOGY AND CONSERVATION,2351-9894,1,
1952,University_of_Florida_Cleaned,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,1,
1953,University_of_Florida_Cleaned,GLOBAL ENVIRONMENTAL POLITICS,1526-3800,1,
1954,University_of_Florida_Cleaned,GLOBAL FOOD SECURITY-AGRICULTURE POLICY ECONOMICS AND ENVIRONMENT,2211-9124,1,
1955,University_of_Florida_Cleaned,GLOBAL POLICY,1758-5880,1,
1956,University_of_Florida_Cleaned,GRASS AND FORAGE SCIENCE,0142-5242,1,
1957,University_of_Florida_Cleaned,GRASSLAND SCIENCE,1744-6961,1,
1958,University_of_Florida_Cleaned,GRIFFITH LAW REVIEW,1038-3441,1,
1959,University_of_Florida_Cleaned,GROUND WATER,0017-467X,1,
1960,University_of_Florida_Cleaned,HABITAT INTERNATIONAL,0197-3975,1,
1961,University_of_Florida_Cleaned,HARMFUL ALGAE,1568-9883,1,
1962,University_of_Florida_Cleaned,HARVARD ENVIRONMENTAL LAW REVIEW,0147-8257,1,
1963,University_of_Florida_Cleaned,HELIYON,2405-8440,1,
1964,University_of_Florida_Cleaned,HERALD OF AN ARCHIVIST,2073-0101,0,
1965,University_of_Florida_Cleaned,HEREDITY,0018-067X,1,
1966,University_of_Florida_Cleaned,HERPETOLOGICA,0018-0831,1,
1967,University_of_Florida_Cleaned,HERPETOLOGICAL CONSERVATION AND BIOLOGY,2151-0733,1,
1968,University_of_Florida_Cleaned,HERPETOLOGICAL JOURNAL,0268-0130,1,
1969,University_of_Florida_Cleaned,HERPETOZOA,1013-4425,1,
1970,University_of_Florida_Cleaned,HISTORICAL RECORDS OF AUSTRALIAN SCIENCE,0727-3061,1,
1971,University_of_Florida_Cleaned,HISTORICAL STUDIES IN THE NATURAL SCIENCES,1939-1811,1,
1972,University_of_Florida_Cleaned,HOLOCENE,0959-6836,1,
1973,University_of_Florida_Cleaned,HORTSCIENCE,0018-5345,1,
1974,University_of_Florida_Cleaned,HORTTECHNOLOGY,1063-0198,1,
1975,University_of_Florida_Cleaned,HUMAN AND ECOLOGICAL RISK ASSESSMENT,1080-7039,1,
1976,University_of_Florida_Cleaned,HUMAN DIMENSIONS OF WILDLIFE,1087-1209,1,
1977,University_of_Florida_Cleaned,HUMAN ECOLOGY,0300-7839,1,
1978,University_of_Florida_Cleaned,HUMAN ECOLOGY REVIEW,1074-4827,1,
1979,University_of_Florida_Cleaned,HUMAN ORGANIZATION,0018-7259,1,
1980,University_of_Florida_Cleaned,HUMAN RIGHTS QUARTERLY,0275-0392,1,
1981,University_of_Florida_Cleaned,HYDROBIOLOGIA,0018-8158,1,
1982,University_of_Florida_Cleaned,HYDROGEOLOGY JOURNAL,1431-2174,1,
1983,University_of_Florida_Cleaned,HYDROLOGICAL PROCESSES,0885-6087,1,
1984,University_of_Florida_Cleaned,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,0262-6667,1,
1985,University_of_Florida_Cleaned,HYDROLOGY RESEARCH,0029-1277,0,
1986,University_of_Florida_Cleaned,HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY,0887-5367,1,
1987,University_of_Florida_Cleaned,HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY,0394-1914,1,
1988,University_of_Florida_Cleaned,IBIS,0019-1019,1,
1989,University_of_Florida_Cleaned,ICES JOURNAL OF MARINE SCIENCE,1054-3139,1,
1990,University_of_Florida_Cleaned,IDOJARAS,0324-6329,0,
1991,University_of_Florida_Cleaned,IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,0265-5012,1,
1992,University_of_Florida_Cleaned,IEEE JOURNAL OF OCEANIC ENGINEERING,0364-9059,1,
1993,University_of_Florida_Cleaned,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,1939-1404,1,
1994,University_of_Florida_Cleaned,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,1545-5955,1,
1995,University_of_Florida_Cleaned,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,0196-2892,1,
1996,University_of_Florida_Cleaned,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,1551-3203,1,
1997,University_of_Florida_Cleaned,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART A-SYSTEMS AND HUMANS,1083-4427,1,
1998,University_of_Florida_Cleaned,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,2168-2216,1,
1999,University_of_Florida_Cleaned,IFAC PAPERSONLINE,2405-8963,0,
2000,University_of_Florida_Cleaned,IFOREST-BIOGEOSCIENCES AND FORESTRY,1971-7458,1,
2001,University_of_Florida_Cleaned,IHERINGIA SERIE ZOOLOGIA,0073-4721,1,
2002,University_of_Florida_Cleaned,ILAR JOURNAL,1084-2020,1,
2003,University_of_Florida_Cleaned,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT,1054-5476,1,
2004,University_of_Florida_Cleaned,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,0019-5022,0,
2005,University_of_Florida_Cleaned,INDIAN JOURNAL OF ANIMAL SCIENCES,0367-8318,0,
2006,University_of_Florida_Cleaned,INDIAN JOURNAL OF GEO-MARINE SCIENCES,0379-5136,0,
2007,University_of_Florida_Cleaned,INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,0972-5938,1,
2008,University_of_Florida_Cleaned,INDO AMERICAN JOURNAL OF PHARMACEUTICAL SCIENCES,2349-7750,0,
2009,University_of_Florida_Cleaned,INDOOR AND BUILT ENVIRONMENT,1420-326X,1,
2010,University_of_Florida_Cleaned,INDUSTRIAL CROPS AND PRODUCTS,0926-6690,1,
2011,University_of_Florida_Cleaned,INFECTION GENETICS AND EVOLUTION,1567-1348,1,
2012,University_of_Florida_Cleaned,INFOR,0315-5986,1,
2013,University_of_Florida_Cleaned,INFRARED PHYSICS & TECHNOLOGY,1350-4495,1,
2014,University_of_Florida_Cleaned,INLAND WATERS,2044-2041,1,
2015,University_of_Florida_Cleaned,INNOVATION-THE EUROPEAN JOURNAL OF SOCIAL SCIENCE RESEARCH,1351-1610,1,
2016,University_of_Florida_Cleaned,INSECT CONSERVATION AND DIVERSITY,1752-458X,1,
2017,University_of_Florida_Cleaned,INSECT SCIENCE,1672-9609,1,
2018,University_of_Florida_Cleaned,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,1551-3777,1,
2019,University_of_Florida_Cleaned,INTEGRATIVE AND COMPARATIVE BIOLOGY,1540-7063,1,
2020,University_of_Florida_Cleaned,INTEGRATIVE ZOOLOGY,1749-4877,1,
2021,University_of_Florida_Cleaned,INTERCIENCIA,0378-1844,1,
2022,University_of_Florida_Cleaned,INTERFACE FOCUS,2042-8898,1,
2023,University_of_Florida_Cleaned,INTERNATIONAL AFFAIRS,0020-5850,1,
2024,University_of_Florida_Cleaned,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,0964-8305,1,
2025,University_of_Florida_Cleaned,INTERNATIONAL ENVIRONMENTAL AGREEMENTS-POLITICS LAW AND ECONOMICS,1567-9764,1,
2026,University_of_Florida_Cleaned,INTERNATIONAL FEMINIST JOURNAL OF POLITICS,1461-6742,1,
2027,University_of_Florida_Cleaned,INTERNATIONAL FORESTRY REVIEW,1465-5489,1,
2028,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL FOR PARASITOLOGY,0020-7519,1,
2029,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE,2213-2244,1,
2030,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF ADVANCED BIOTECHNOLOGY AND RESEARCH,0976-2612,0,
2031,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF AGRICULTURAL AND BIOLOGICAL ENGINEERING,1934-6344,1,
2032,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF AGRICULTURAL AND STATISTICAL SCIENCES,0973-1903,0,
2033,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF AGRICULTURAL SUSTAINABILITY,1473-5903,1,
2034,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY,1560-8530,1,
2035,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,1569-8432,1,
2036,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,0020-7128,1,
2037,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH,1239-9736,1,
2038,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF CLIMATOLOGY,0899-8418,1,
2039,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF CONSERVATION SCIENCE,2067-533X,1,
2040,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF DIGITAL EARTH,1753-8947,1,
2041,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,2212-4209,1,
2042,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF ECOLOGICAL ECONOMICS & STATISTICS,0973-1385,0,
2043,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF EMERGENCY MANAGEMENT,1471-4825,0,
2044,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF ENGINEERING AND GEOSCIENCES,2548-0960,1,
2045,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,0957-4352,0,
2046,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,1735-6865,1,
2047,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1735-1472,1,
2048,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0300-5771,1,
2049,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,1365-8816,1,
2050,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF GEOMATE,2186-2982,1,
2051,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,1750-5836,1,
2052,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,0278-4319,1,
2053,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,0360-3199,1,
2054,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,1438-4639,1,
2055,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,0948-3349,1,
2056,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW,0961-5539,1,
2057,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF PEST MANAGEMENT,0967-0874,1,
2058,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,1522-6514,1,
2059,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF PLANT PRODUCTION,1735-6814,1,
2060,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF PLANT SCIENCES,1058-5893,1,
2061,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF PRIMATOLOGY,0164-0291,1,
2062,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF REMOTE SENSING,0143-1161,1,
2063,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,1571-5124,1,
2064,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,1350-4509,1,
2065,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF TOURISM RESEARCH,1099-2340,1,
2066,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF URBAN SCIENCES,1226-5934,0,
2067,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,0790-0627,1,
2068,University_of_Florida_Cleaned,INTERNATIONAL JOURNAL OF WILDLAND FIRE,1049-8001,1,
2069,University_of_Florida_Cleaned,INTERNATIONAL LETTERS OF NATURAL SCIENCES,2300-9675,0,
2070,University_of_Florida_Cleaned,INTERNATIONAL REVIEW OF HYDROBIOLOGY,1434-2944,1,
2071,University_of_Florida_Cleaned,INTERNATIONAL SOCIAL SCIENCE JOURNAL,0020-8701,1,
2072,University_of_Florida_Cleaned,INTERNATIONAL SOIL AND WATER CONSERVATION RESEARCH,2095-6339,1,
2073,University_of_Florida_Cleaned,INVASIVE PLANT SCIENCE AND MANAGEMENT,1939-7291,1,
2074,University_of_Florida_Cleaned,INVESTIGACION AGRARIA-SISTEMAS Y RECURSOS FORESTALES,1131-7965,1,
2075,University_of_Florida_Cleaned,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,1392-2785,1,
2076,University_of_Florida_Cleaned,IRANIAN JOURNAL OF ENVIRONMENTAL HEALTH SCIENCE & ENGINEERING,1735-1979,1,
2077,University_of_Florida_Cleaned,IRRIGATION AND DRAINAGE,1531-0353,1,
2078,University_of_Florida_Cleaned,ISLAND STUDIES JOURNAL,1715-2593,1,
2079,University_of_Florida_Cleaned,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,0924-2716,1,
2080,University_of_Florida_Cleaned,ISRAEL JOURNAL OF ECOLOGY & EVOLUTION,1565-9801,1,
2081,University_of_Florida_Cleaned,ISRAEL JOURNAL OF PLANT SCIENCES,0792-9978,1,
2082,University_of_Florida_Cleaned,ISRAEL JOURNAL OF ZOOLOGY,0021-2210,1,
2083,University_of_Florida_Cleaned,ITALIAN JOURNAL OF ZOOLOGY,1125-0003,1,
2084,University_of_Florida_Cleaned,JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,1460-7425,1,
2085,University_of_Florida_Cleaned,JOURNAL FOR NATURE CONSERVATION,1617-1381,1,
2086,University_of_Florida_Cleaned,JOURNAL FUR VERBRAUCHERSCHUTZ UND LEBENSMITTELSICHERHEIT-JOURNAL OF CONSUMER PROTECTION AND FOOD SAFETY,1661-5751,1,
2087,University_of_Florida_Cleaned,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,1187-7863,1,
2088,University_of_Florida_Cleaned,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,1085-7117,1,
2089,University_of_Florida_Cleaned,JOURNAL OF AGRICULTURAL ECONOMICS,0021-857X,1,
2090,University_of_Florida_Cleaned,JOURNAL OF AGRICULTURAL EDUCATION & EXTENSION,1389-224X,0,
2091,University_of_Florida_Cleaned,JOURNAL OF AGRICULTURAL ENGINEERING,1974-7071,1,
2092,University_of_Florida_Cleaned,JOURNAL OF AGRICULTURAL SCIENCE,0021-8596,1,
2093,University_of_Florida_Cleaned,JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,1680-7073,1,
